INEX_LD-2009022	0.5115714285714286	<dbpedia:Sichuan>
INEX_LD-2009039	0.15714285714285714	<dbpedia:Ancient_Rome>
INEX_LD-2009053	0.2671428571428571	<dbpedia:Sisu_Auto>
INEX_LD-2009053	0.2075714285714286	<dbpedia:Finland>
INEX_LD-2009053	0.10285714285714286	<dbpedia:Saab_Automobile>
INEX_LD-2009061	0.3314285714285714	<dbpedia:France>
INEX_LD-2009061	0.11571428571428571	<dbpedia:Normandy>
INEX_LD-2009063	0.16464285714285715	<dbpedia:Normandy>
INEX_LD-2009096	0.13714285714285715	<dbpedia:Eiffel_Tower>
INEX_LD-2009111	0.18557142857142858	<dbpedia:Europe>
INEX_LD-2010004	0.10571428571428572	<dbpedia:India>
INEX_LD-2010019	0.49142857142857144	<dbpedia:Paris>
INEX_LD-2010020	0.27	<dbpedia:France>
INEX_LD-2010057	0.42642857142857143	<dbpedia:Albert_Einstein>
INEX_LD-2010057	0.13	<dbpedia:Relativity:_The_Special_and_the_General_Theory>
INEX_LD-20120111	0.10785714285714286	<dbpedia:Vietnam>
INEX_LD-20120112	0.10785714285714286	<dbpedia:Vietnam>
INEX_LD-20120121	0.24149319727891155	<dbpedia:Vietnam>
INEX_LD-20120132	0.24149319727891155	<dbpedia:Vietnam>
INEX_LD-20120222	0.1457142857142857	<dbpedia:Johann_Sebastian_Bach>
INEX_LD-20120231	0.27672619047619046	<dbpedia:Russia>
INEX_LD-20120512	0.31607142857142856	<dbpedia:South_Korea>
INEX_LD-20120522	0.2842857142857143	<dbpedia:Digital_audio>
INEX_LD-2012301	0.42	<dbpedia:Niagara_Falls>
INEX_LD-2012301	0.19142857142857142	<dbpedia:Niagara_Falls,_Ontario>
INEX_LD-2012301	0.15428571428571428	<dbpedia:Niagara_Falls,_New_York>
INEX_LD-2012303	0.12880952380952382	<dbpedia:San_Joaquin_County,_California>
INEX_LD-2012305	0.5282653061224489	<dbpedia:North_Dakota>
INEX_LD-2012307	0.39119047619047626	<dbpedia:Millard_Fillmore>
INEX_LD-2012307	0.13714285714285715	<dbpedia:Following>
INEX_LD-2012309	0.3842857142857143	<dbpedia:Malay_Peninsula>
INEX_LD-2012311	0.6256037414965986	<dbpedia:John_Lennon>
INEX_LD-2012311	0.40221088435374147	<dbpedia:Yoko_Ono>
INEX_LD-2012313	0.7909523809523811	<dbpedia:John_Turturro>
INEX_LD-2012315	0.4658571428571429	<dbpedia:Quezon_City>
INEX_LD-2012315	0.38285714285714284	<dbpedia:Baguio>
INEX_LD-2012315	0.12857142857142856	<dbpedia:Manila>
INEX_LD-2012317	0.2757142857142857	<dbpedia:Sons_and_Lovers>
INEX_LD-2012318	0.19857142857142857	<dbpedia:Plan_9_from_Bell_Labs>
INEX_LD-2012318	0.12285714285714286	<dbpedia:Outer_Banks>
INEX_LD-2012318	0.11	<dbpedia:Plan_9_from_Outer_Space>
INEX_LD-2012319	0.45371428571428574	<dbpedia:Alice_Munro>
INEX_LD-2012321	0.6563265306122449	<dbpedia:Stamford_Raffles>
INEX_LD-2012323	0.6014285714285714	<dbpedia:Hofsjökull>
INEX_LD-2012323	0.5785714285714286	<dbpedia:Langjökull>
INEX_LD-2012323	0.5542857142857143	<dbpedia:Vatnajökull>
INEX_LD-2012325	0.6706428571428571	<dbpedia:James_G._Blaine>
INEX_LD-2012327	0.40395238095238095	<dbpedia:Nobel_Prize>
INEX_LD-2012329	0.4739285714285714	<dbpedia:Iceland>
INEX_LD-2012329	0.31607142857142856	<dbpedia:Sweden>
INEX_LD-2012331	0.3655714285714286	<dbpedia:Seoul>
INEX_LD-2012331	0.21714285714285714	<dbpedia:China>
INEX_LD-2012331	0.13714285714285715	<dbpedia:Korea>
INEX_LD-2012333	0.3379761904761905	<dbpedia:Wilfrid_Laurier>
INEX_LD-2012333	0.19428571428571428	<dbpedia:Canada>
INEX_LD-2012333	0.15	<dbpedia:Prime_Minister_(rapper)>
INEX_LD-2012335	0.2885714285714286	<dbpedia:Japan>
INEX_LD-2012335	0.11271428571428573	<dbpedia:United_States>
INEX_LD-2012337	0.4542857142857143	<dbpedia:Baylor_University>
